,sample_id,severity,snippet
176,5596509.txt,none,"    @Override
    public void emitPackageContents(IPackageDefinition definition)
    {
        IASScope containedScope = definition.getContainedScope();
        ITypeDefinition type = findType(containedScope.getAllLocalDefinitions());
        if (type == null)
            return;

        write(""function($exports"");

        exportWriter.queueExports(type, false);

        write("") {"");
        indentPush();
        writeNewline();
        write(""\""use strict\""; "");
        writeNewline();

        ITypeNode tnode = findTypeNode(definition.getNode());
        if (tnode != null)
        {
            getWalker().walk(tnode); // IClassNode | IInterfaceNode
        }

        indentPop();
        writeNewline();
        write(""}""); // end returned function
    }"
177,5939683.txt,none,"    public void setPortStartup(final int portStartup) {
        this.portStartup = portStartup;
    }"
178,9079227.txt,none,"@Override
public void tagAsHavingErrors() {
	this.ignoreFurtherInvestigation = true;
}"
179,7113719.txt,none,"    public static StringBuffer formatInput(StringBuffer appendTo,
                                           Replaceable input,
                                           Transliterator.Position pos) {
        return formatInput(appendTo, (ReplaceableString) input, pos);
    }"
180,3791275.txt,none,"  @Override
  protected void onStopped() {
    updateCurrentPosition();
    audioSink.pause();
    super.onStopped();
  }"
181,7989222.txt,none,"    public final void mT__74() throws RecognitionException {
        try {
            int _type = T__74;
            int _channel = DEFAULT_TOKEN_CHANNEL;
            // InternalBug462047Lang.g:72:7: ( 'null' )
            // InternalBug462047Lang.g:72:9: 'null'
            {
            match(""null""); 


            }

            state.type = _type;
            state.channel = _channel;
        }
        finally {
        }
    }"
182,4617521.txt,none,"    public static double multiply(int op1, float op2) {
        if (instance.int_multiply) {
            return multiplySlow(op1, op2);
        } else {
            return ((double) op1) * ((double) op2);
        }
    }"
183,5328888.txt,minor,"    @Override
    public Collection<ValidationResult> validate(final ValidationContext validationContext,
                                                 final CredentialsStrategy primaryStrategy) {
        boolean thisIsSelectedStrategy = this == primaryStrategy;
        Boolean useStrategy = validationContext.getProperty(strategyProperty).asBoolean();
        if (!thisIsSelectedStrategy && useStrategy) {
            String failureFormat = ""property %1$s cannot be used with %2$s"";
            Collection<ValidationResult> validationFailureResults = new ArrayList<ValidationResult>();
            String message = String.format(failureFormat, strategyProperty.getDisplayName(),
                    primaryStrategy.getName());
            validationFailureResults.add(new ValidationResult.Builder()
                    .subject(strategyProperty.getDisplayName())
                    .valid(false)
                    .explanation(message).build());
            return  validationFailureResults;
        }
        return null;
    }"
184,7885799.txt,none,"  @Override
  public void close() throws SecurityException {
    inner.close();
  }"
185,4672583.txt,none,"  private int getMatchingLevelForNodes(Node n1, Node n2) {
    int count = 0;
    do {
      if (n1.equals(n2)) {
        return count;
      }
      ++count;
      n1 = n1.getParent();
      n2 = n2.getParent();
    } while (n1 != null);
    return this.maxLevel;
  }"
186,7783504.txt,none,"	public FilteredHeaderItem(HeaderItem wrapped, String filterName)
	{
		this.wrapped = wrapped;
		this.filterName = filterName;
	}"
187,6291892.txt,none,"        private boolean notifyContent(ByteBuffer buffer)
        {
            try
            {
                return listener.onContent(request, FCGI.StreamType.STD_OUT, buffer);
            }
            catch (Throwable x)
            {
                if (LOG.isDebugEnabled())
                    LOG.debug(""Exception while invoking listener "" + listener, x);
                return false;
            }
        }"
188,9515902.txt,none,"    InetSocketAddress getAddress() {
      return (InetSocketAddress)acceptChannel.socket().getLocalSocketAddress();
    }"
189,8430551.txt,none,"    public RouteDefinition from(String uri) {
        getRouteCollection().setCamelContext(getContext());
        RouteDefinition answer = getRouteCollection().from(uri);
        configureRoute(answer);
        return answer;
    }"
190,7156819.txt,none,"    @Override
    public boolean supportsSubqueriesInQuantifieds() throws SQLServerException {
        checkClosed();
        return true;
    }"
191,5972104.txt,minor,"    public static void copyDirectory(final File srcDir, final File destDir) throws IOException {
        if (srcDir == null) {
            throw new NullPointerException(""Source must not be null"");
        }
        if (destDir == null) {
            throw new NullPointerException(""Destination must not be null"");
        }
        if (!srcDir.exists()) {
            throw new FileNotFoundException(""Source '"" + srcDir + ""' does not exist"");
        }
        if (!srcDir.isDirectory()) {
            throw new IOException(""Source '"" + srcDir + ""' exists but is not a directory"");
        }
        if (srcDir.getCanonicalPath().equals(destDir.getCanonicalPath())) {
            throw new IOException(""Source '"" + srcDir + ""' and destination '"" + destDir + ""' are the same"");
        }

        // Cater for destination being directory within the source directory (see IO-141)
        List<String> exclusionList = null;
        if (destDir.getCanonicalPath().startsWith(srcDir.getCanonicalPath())) {
            final File[] srcFiles = srcDir.listFiles();
            if (srcFiles != null && srcFiles.length > 0) {
                exclusionList = new ArrayList<>(srcFiles.length);
                for (final File srcFile : srcFiles) {
                    final File copiedFile = new File(destDir, srcFile.getName());
                    exclusionList.add(copiedFile.getCanonicalPath());
                }
            }
        }
        doCopyDirectory(srcDir, destDir, exclusionList);
    }"
192,6515344.txt,none,"    @Override
    public boolean removeInstallableUnits(Collection<IInstallableUnit> installableUnits) {
        throw new UnsupportedOperationException();
    }"
193,4371699.txt,none,"    public void writeEntityRef(String ent) throws XMLStreamException {
        delegate.writeEntityRef(ent);
    }"
194,8219824.txt,none,"    public final void mKW_Import() throws RecognitionException {
        try {
            int _type = KW_Import;
            int _channel = DEFAULT_TOKEN_CHANNEL;
            {
            match(""import""); 


            }

            state.type = _type;
            state.channel = _channel;
        }
        finally {
        }
    }"
195,7341500.txt,none,"    @Override
    public char[] getRawScheme() {
        return (_scheme == null) ? null : HttpURL.DEFAULT_SCHEME;
    }"
196,9539712.txt,none,"  @Override
  protected void serviceInit(Configuration conf) throws Exception {
    this.conf = conf;

    // create scheduler executor service that services the cleaner tasks
    // use 2 threads to accommodate the on-demand tasks and reduce the chance of
    // back-to-back runs
    ThreadFactory tf =
        new ThreadFactoryBuilder().setNameFormat(""Shared cache cleaner"").build();
    scheduledExecutor = HadoopExecutors.newScheduledThreadPool(2, tf);
    super.serviceInit(conf);
  }"
197,7131047.txt,none,"    @Override
    public boolean equals(Object obj)
    {
      if (this == obj)
      {
        return true;
      }

      if (obj == null)
      {
        return false;
      }

      if (getClass() != obj.getClass())
      {
        return false;
      }

      final MethodIdentity other = (MethodIdentity) obj;
      return new EqualsBuilder().
          append(_methodQualifiedName, other._methodQualifiedName).
          append(_parameterTypeNames, other._parameterTypeNames).
          isEquals();
    }"
198,8636574.txt,none,"        private static List<Locale> getAvailableLocaleList() {
            TreeMap<String, Locale> localeMap = new TreeMap<>();
            String localesString = UtilProperties.getPropertyValue(""general"", ""locales.available"");
            if (UtilValidate.isNotEmpty(localesString)) {
                List<String> idList = StringUtil.split(localesString, "","");
                for (String id : idList) {
                    Locale curLocale = parseLocale(id);
                    localeMap.put(curLocale.getDisplayName(), curLocale);
                }
            } else {
                Locale[] locales = Locale.getAvailableLocales();
                for (int i = 0; i < locales.length && locales[i] != null; i++) {
                    String displayName = locales[i].getDisplayName();
                    if (!displayName.isEmpty()) {
                        localeMap.put(displayName, locales[i]);
                    }
                }
            }
            return Collections.unmodifiableList(new ArrayList<>(localeMap.values()));
        }"
199,4128743.txt,none,"    @Override public boolean equals(Object obj) {
      return obj == this
          || obj instanceof Measure
          && this.agg.equals(((Measure) obj).agg)
          && this.args.equals(((Measure) obj).args)
          && this.distinct == ((Measure) obj).distinct;
    }"
200,6442583.txt,major,"			public Builder mergeFrom(com.google.protobuf.CodedInputStream input, com.google.protobuf.ExtensionRegistryLite extensionRegistry) throws java.io.IOException {
				com.google.protobuf.UnknownFieldSet.Builder unknownFields = com.google.protobuf.UnknownFieldSet.newBuilder(this.getUnknownFields());
				while (true) {
					int tag = 0;
					try {
						tag = input.readTag();
					} catch (Exception e) {
						// do nothing
					}
					switch (tag) {
						case 0 :
							this.setUnknownFields(unknownFields.build());
							onChanged();
							return this;
						default : {
							if (!parseUnknownField(input, unknownFields, extensionRegistry, tag)) {
								this.setUnknownFields(unknownFields.build());
								onChanged();
								return this;
							}
							break;
						}
						case 10 : {
							bitField0_ |= 0x00000001;
							message_ = input.readBytes();
							break;
						}
						case 16 : {
							int rawValue = input.readEnum();
							org.eclipse.orion.server.cf.loggregator.LoggregatorMessage.Message.MessageType value = org.eclipse.orion.server.cf.loggregator.LoggregatorMessage.Message.MessageType.valueOf(rawValue);
							if (value == null) {
								unknownFields.mergeVarintField(2, rawValue);
							} else {
								bitField0_ |= 0x00000002;
								messageType_ = value;
							}
							break;
						}
						case 24 : {
							bitField0_ |= 0x00000004;
							timestamp_ = input.readSInt64();
							break;
						}
						case 34 : {
							bitField0_ |= 0x00000008;
							appId_ = input.readBytes();
							break;
						}
						case 50 : {
							bitField0_ |= 0x00000010;
							sourceId_ = input.readBytes();
							break;
						}
						case 58 : {
							ensureDrainUrlsIsMutable();
							drainUrls_.add(input.readBytes());
							break;
						}
						case 66 : {
							bitField0_ |= 0x00000040;
							sourceName_ = input.readBytes();
							break;
						}
					}
				}
			}"
